ID,FHL_DICT_Numeric,FHL_DICT_Unicode,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
537,ka5-pa5-tha5,kâ-pâ-thâ,枷巴他,,,,
538,ka5-pa5-ngin3,kâ-pâ-ngìn,迦巴人,,,,
539,ka5-pa5,kâ-pâ,迦巴,,,,
540,ka5-siit8-kuk-ngin3,kâ-sṳ̍t-kuk-ngìn,迦實谷人,,,,
541,ka5-siit8-san5,kâ-sṳ̍t-sân,迦實山,,,,
542,ka5-san,kâ-san,迦散,,,,
543,ka5-sat-ngin3,kâ-sat-ngìn,迦薩人,,,,
544,ka5-sat-sang3,kâ-sat-sàng,迦薩城,,,,
545,ka5-sat,kâ-sat,迦薩,,,,
546,ka5-si5-fi5-nga5,kâ-sî-fî-ngâ,迦西斐雅,,,,
547,ka5-sii5-lu-hi5-ngin3,kâ-sṳ̂-lu-hî-ngìn,迦斯路希人,,,,
548,ka5-sii5-lu-hi5,kâ-sṳ̂-lu-hî,迦斯路希,,,,
549,ka5-ti2-sii5,kâ-tí-sṳ̂,加底斯,,,,
550,ka5-ti2,kâ-tí,迦底,,,,
551,ka5-tet-ngin3,kâ-tet-ngìn,迦得人,,,,
552,ka5-tet,kâ-tet,迦得,,,,
553,ka5-than2,kâ-thán,迦坦,,,,
554,ka5-thit8-hi5-fut-ngin3,kâ-thi̍t-hî-fut-ngìn,迦特．希弗人,,,,
555,ka5-thit8-hi5-fut,kâ-thi̍t-hî-fut,迦特．希弗,,,,
556,ka5-thit8-lim3-mun3,kâ-thi̍t-lìm-mùn,迦特．臨門,,,,
557,ka5-thit8,kâ-thi̍t,迦狄,,,,
558,ka5-thit8-ngin3,kâ-thi̍t-ngìn,迦特人,,,,
559,ka5-thit8-sang3,kâ-thi̍t-sàng,迦特城,,,,
560,ka5-thit8-vong3,kâ-thi̍t-vòng,迦特王,,,,
561,ka5-thit8,kâ-thi̍t,迦特,,,,
562,ka5-thai-la5,kâ-thai-lâ,加太拉,,,,
563,ka5-thiap8,kâ-thia̍p,迦疊,,,,
564,ka5-tha5,kâ-thâ,加他,,,,
565,ka5-tai5-sii5-pa5-ni3-a5,kâ-tâi-sṳ̂-pâ-nì-â,加低斯．巴尼亞,,,,
566,ka5-tai5-sii5-sang3,kâ-tâi-sṳ̂-sàng,加低斯城,,,,
567,ka5-tai5-sii5,kâ-tâi-sṳ̂,加低斯,,,,
568,ka5-vun5,kâ-vûn,迦溫,,,,
569,ka5-li-a5,kâ-li-â,迦利亞,,,,
570,ka5-na5,kâ-nâ,加拿,,,,
571,kai5-nam3,kâi-nàm,該南,,,,
572,kai5-yun2,kâi-yún,該隱,,,,
573,kai5-yu3,kâi-yù,該猶,,,,
574,kai5-a5-fap,kâi-â-fap,該亞法,,,,
575,kam5-thai-ki5,kâm-thai-kî,甘太基,,,,
576,ki5-fap-a5-mo5-ni3,kî-fap-â-mô-nì,基法．阿摩尼,,,,
577,ki5-fap,kî-fap,磯法,,,,
578,ki5-fi5-la5-ngin3,kî-fî-lâ-ngìn,基非拉人,,,,
579,ki5-fi5-la5,kî-fî-lâ,基非拉,,,,
580,ki5-hap8-si5,kî-ha̍p-sî,基哈西,,,,
581,ki5-hiun-chhien3,kî-hiun-chhièn,基訓泉,,,,
582,ki5-hiun-ho3,kî-hiun-hò,基訓河,,,,
583,ki5-hiun,kî-hiun,基訓,,,,
584,ki5-hi5-la5-tha5,kî-hî-lâ-thâ,基希拉他,,,,
585,ki5-lip8-hai5,kî-li̍p-hâi,基立溪,,,,
586,ki5-liet8-pa5-lit8,kî-lie̍t-pâ-li̍t,基列．巴力,,,,
587,ki5-liet8-sat-na5,kî-lie̍t-sat-nâ,基列．薩拿,,,,
588,ki5-liet8-si5-fut,kî-lie̍t-sî-fut,基列．西弗,,,,
589,ki5-liet8-thin3,kî-lie̍t-thìn,基列亭,,,,
590,ki5-liet8-ya5-lim3-ngin3,kî-lie̍t-yâ-lìm-ngìn,基列．耶琳人,,,,
591,ki5-liet8-ya5-lim3-sang3,kî-lie̍t-yâ-lìm-sàng,基列．耶琳城,,,,
592,ki5-liet8-ya5-lim3,kî-lie̍t-yâ-lìm,基列．耶琳,,,,
593,ki5-liet8-a5-pa5,kî-lie̍t-â-pâ,基列．亞巴,,,,
594,ki5-liet8-ngin3,kî-lie̍t-ngìn,基列人,,,,
595,ki5-liet8-san5,kî-lie̍t-sân,基列山,,,,
596,ki5-liet8-thi,kî-lie̍t-thi,基列地,,,,
597,ki5-liet8,kî-lie̍t,基列,,,,
598,ki5-liuk8,kî-liu̍k,基綠,,,,
599,ki5-li-ap,kî-li-ap,基利押,,,,
600,ki5-li-ka5,kî-li-kâ,基利家,,,,
601,ki5-li-liuk8,kî-li-liu̍k,基利綠,,,,
602,ki5-li-po5-san5,kî-li-pô-sân,基利波山,,,,
603,ki5-li-po5,kî-li-pô,基利波,,,,
604,ki5-li-sim5-san5,kî-li-sîm-sân,基利心山,,,,
605,ki5-li-sim5,kî-li-sîm,基利心,,,,
606,ki5-li-sii5-pu,kî-li-sṳ̂-pu,基利司布,,,,
607,ki5-li-tha5,kî-li-thâ,基利他,,,,
608,ki5-li-thi3-chhuk8,kî-li-thì-chhu̍k,基利提族,,,,
609,ki5-li-thi3-ngin3,kî-li-thì-ngìn,基利提人,,,,
610,ki5-li-thi3,kî-li-thì,基利提,,,,
611,ki5-lien3-hap8-phuk8,kî-lièn-ha̍p-phu̍k,基蓮．哈樸,,,,
612,ki5-lien3,kî-lièn,基連,,,,
613,ki5-luk,kî-luk,基祿,,,,
614,ki5-la5-loi3,kî-lâ-lòi,基拉萊,,,,
615,ki5-la5-ngi2-vong3,kî-lâ-ngí-vòng,基拉耳王,,,,
616,ki5-la5-ngi2,kî-lâ-ngí,基拉耳,,,,
617,ki5-la5-nga5,kî-lâ-ngâ,基拉雅,,,,
618,ki5-la5,kî-lâ,基拉,,,,
619,ki5-li5-ngiu2,kî-lî-ngiú,居里扭,,,,
620,ki5-lan3,kî-làn,基蘭,,,,
621,ki5-lo3-ngin3,kî-lò-ngìn,基羅人,,,,
622,ki5-lo3-sang3,kî-lò-sàng,基羅城,,,,
623,ki5-lo3,kî-lò,基羅,,,,
624,ki5-lun3,kî-lùn,基倫,,,,
625,ki5-mat,kî-mat,基抹,,,,
626,ki5-ma5-li-nga5,kî-mâ-li-ngâ,基瑪利雅,,,,
627,ki5-ma5-li,kî-mâ-li,基瑪利,,,,
628,ki5-mu5-li,kî-mû-li,基母利,,,,
629,ki5-nu2-phat8,kî-nú-pha̍t,基努拔,,,,
630,ki5-nap8-sii5,kî-na̍p-sṳ̂,基納斯,,,,
631,ki5-nap8,kî-na̍p,基納,,,,
632,ki5-ngi2-sang3,kî-ngí-sàng,基珥城,,,,
633,ki5-na5-na5,kî-nâ-nâ,基拿拿,,,,
634,ki5-na5-ni3-nga5,kî-nâ-nì-ngâ,基拿尼雅,,,,
635,ki5-na5-ni3,kî-nâ-nì,基拿尼,,,,
636,ki5-na5,kî-nâ,基拿,,,,
637,ki5-ni3-liet8,kî-nì-lie̍t,基尼烈,,,,
638,ki5-ni3-se2-ngin3,kî-nì-sé-ngìn,基尼洗人,,,,
639,ki5-ni3-se2,kî-nì-sé,基尼洗,,,,
640,ki5-ni3-chhuk8,kî-nì-chhu̍k,基尼族,,,,
641,ki5-ni3-ngin3,kî-nì-ngìn,基尼人,,,,
642,ki5-ni3,kî-nì,基尼,,,,
643,ki5-pi2-tun-sang3,kî-pí-tun-sàng,基比頓城,,,,
644,ki5-pi2-tun,kî-pí-tun,基比頓,,,,
645,ki5-pi2-a5-ngin3,kî-pí-â-ngìn,基比亞人,,,,
646,ki5-pi2-a5-sang3,kî-pí-â-sàng,基比亞城,,,,
647,ki5-pi2-a5,kî-pí-â,基比亞,,,,
648,ki5-pak-sien5,kî-pak-siên,基伯先,,,,
649,ki5-phet8,kî-phe̍t,基別,,,,
650,ki5-phien5-kuk,kî-phiên-kuk,基遍谷,,,,
651,ki5-phien5-ngin3,kî-phiên-ngìn,基遍人,,,,
652,ki5-phien5-sang3,kî-phiên-sàng,基遍城,,,,
653,ki5-phien5,kî-phiên,基遍,,,,
654,ki5-piang-ngin3,kî-piang-ngìn,基柄人,,,,
655,ki5-pok-lo3-hap8-tha5-nga2,kî-pok-lò-ha̍p-thâ-ngá,基博羅．哈他瓦,,,,
656,ki5-se2-a5,kî-sé-â,基洗亞,,,,
657,ki5-san,kî-san,基善,,,,
658,ki5-sat-lun3-san5,kî-sat-lùn-sân,基撒崙山,,,,
659,ki5-set-ngin3,kî-set-ngìn,基色人,,,,
660,ki5-set-sang3,kî-set-sàng,基色城,,,,
661,ki5-set-vong3,kî-set-vòng,基色王,,,,
662,ki5-set,kî-set,基色,,,,
663,ki5-siet,kî-siet,基薛,,,,
664,ki5-sit,kî-sit,基悉,,,,
665,ki5-sii,kî-sṳ,基示,,,,
666,ki5-siit,kî-sṳt,基失,,,,
667,ki5-sii,kî-sṳ,基士,,,,
668,ki5-sun-ho3,kî-sun-hò,基順河,,,,
669,ki5-sun,kî-sun,基順,,,,
670,ki5-sut-ma5-ka5,kî-sut-mâ-kâ,基述瑪迦,,,,
671,ki5-sut-ngin3,kî-sut-ngìn,基述人,,,,
672,ki5-sut-vong3,kî-sut-vòng,基述王,,,,
673,ki5-sut,kî-sut,基述,,,,
674,ki5-san5,kî-sân,基珊,,,,
675,ki5-sii5-lun3,kî-sṳ̂-lùn,基斯倫,,,,
676,ki5-sii5-thiap,kî-sṳ̂-thiap,基斯帖,,,,
677,ki5-su5-lit8,kî-sû-li̍t,基蘇律,,,,
678,ki5-sun5-ngin3,kî-sûn-ngìn,基孫人,,,,
679,ki5-ti2-la5,kî-tí-lâ,基底拉,,,,
680,ki5-ti2-lo3-tha5-yim5,kî-tí-lò-thâ-yîm,基底羅他音,,,,
681,ki5-ti2-mok8,kî-tí-mo̍k,基底莫,,,,
682,ki5-ti2-ma5,kî-tí-mâ,基底瑪,,,,
683,ki5-tet-la5-ngin3,kî-tet-lâ-ngìn,基得拉人,,,,
684,ki5-tet,kî-tet,基德,,,,
685,ki5-thu2-la5,kî-thú-lâ,基土拉,,,,
686,ki5-that8-chhuk8,kî-tha̍t-chhu̍k,基達族,,,,
687,ki5-that8-ngin3,kî-tha̍t-ngìn,基達人,,,,
688,ki5-that8,kî-tha̍t,基達,,,,
689,ki5-thut8,kî-thu̍t,基突,,,,
690,ki5-thai-lo2-ma5,kî-thai-ló-mâ,基大老瑪,,,,
691,ki5-thai-li-thi3,kî-thai-li-thì,基大利提,,,,
692,ki5-thai-li,kî-thai-li,基大利,,,,
693,ki5-thi-li-ngin3,kî-thi-li-ngìn,基第利人,,,,
694,ki5-thiap-ngin3,kî-thiap-ngìn,基帖人,,,,
695,ki5-thiap,kî-thiap,基帖,,,,
696,ki5-thien,kî-thien,基甸,,,,
697,ki5-tha5-yim5,kî-thâ-yîm,基他音,,,,
698,ki5-thi3-li,kî-thì-li,基提利,,,,
699,ki5-thi3-ngin3,kî-thì-ngìn,基提人,,,,
700,ki5-thi3-to2,kî-thì-tó,基提島,,,,
701,ki5-thi3,kî-thì,基提,,,,
702,ki5-tun,kî-tun,基頓,,,,
703,ki5-tai5-lo3,kî-tâi-lò,基低羅,,,,
704,ki5-tai5-sii5-sang3,kî-tâi-sṳ̂-sàng,基低斯城,,,,
705,ki5-tai5-sii5,kî-tâi-sṳ̂,基低斯,,,,
706,ki5-to5-ni3,kî-tô-nì,基多尼,,,,
707,ki5-to5-ngin3,kî-tô-ngìn,基多人,,,,
708,ki5-to5-sang3,kî-tô-sàng,基多城,,,,
709,ki5-to5,kî-tô,基多,,,,
710,ki5-yi5-la5-khi5,kî-yî-lâ-khî,基伊拉區,,,,
711,ki5-yi5-la5-sang3,kî-yî-lâ-sàng,基伊拉城,,,,
712,ki5-yi5-la5,kî-yî-lâ,基伊拉,,,,
713,ki5-a5,kî-â,基亞,,,,
714,ki5-a5,kî-â,基阿,,,,
715,kim5-hon2,kîm-hón,金罕,,,,
716,ko5-hot-chhuk8,kô-hot-chhu̍k,哥轄族,,,,
717,ko5-hot-ngin3,kô-hot-ngìn,哥轄人,,,,
718,ko5-hot,kô-hot,哥轄,,,,
719,ko5-kiet-kiun5-kuk,kô-kiet-kiûn-kuk,歌革軍谷,,,,
720,ko5-kiet-vong3,kô-kiet-vòng,歌革王,,,,
721,ko5-kiet,kô-kiet,歌革,,,,
722,ko5-lai-nga5,kô-lai-ngâ,哥賴雅,,,,
723,ko5-li-a5,kô-li-â,歌利亞,,,,
724,ko5-la5-sin,kô-lâ-sin,哥拉汛,,,,
725,ko5-la5-san5,kô-lâ-sân,歌拉珊,,,,
726,ko5-lan3-sang3,kô-làn-sàng,哥蘭城,,,,
727,ko5-lan3,kô-làn,哥蘭,,,,
728,ko5-lim3-to5-ngin3,kô-lìm-tô-ngìn,哥林多人,,,,
729,ko5-lim3-to5-sang3,kô-lìm-tô-sàng,哥林多城,,,,
730,ko5-lim3-to5,kô-lìm-tô,哥林多,,,,
731,ko5-lo3-si5,kô-lò-sî,歌羅西,,,,
732,ko5-met8,kô-me̍t,歌蜜,,,,
733,ko5-met8-ngin3,kô-me̍t-ngìn,歌篾人,,,,
734,ko5-met8,kô-me̍t,歌篾,,,,
735,ko5-nam3-nga5,kô-nàm-ngâ,歌楠雅,,,,
736,ko5-ni3-liu3,kô-nì-liù,哥尼流,,,,
737,ko5-pak,kô-pak,歌伯,,,,
738,ko5-san-khi5,kô-san-khî,歌散區,,,,
739,ko5-san,kô-san,歌散,,,,
740,ko5-sii-to2,kô-sṳ-tó,哥士島,,,,
741,ko5-san5,kô-sân,歌珊,,,,
742,ko5-si5-pa5-sang3,kô-sî-pâ-sàng,哥西巴城,,,,
743,ko5-song5,kô-sông,哥桑,,,,
744,ko5-sii5-pi2,kô-sṳ̂-pí,哥斯比,,,,
745,ko5-sii5,kô-sṳ̂,哥斯,,,,
746,ko5-thai,kô-thai,高大,,,,
747,ko5-yin-vong3,kô-yin-vòng,戈印王,,,,
748,ko5-yin,kô-yin,戈印,,,,
749,ko5-a5-ngin3,kô-â-ngìn,哥亞人,,,,
750,ko5-a5,kô-â,歌亞,,,,
751,kon5-ni3,kôn-nì,干尼,,,,
752,kon5-yim5,kôn-yîm,觀音,,,,
753,ku5-ngi2-pa5-lit8,kû-ngí-pâ-li̍t,姑珥．巴力,,,,
754,ku5-ngi2,kû-ngí,姑珥,,,,
755,ku5-ni3,kû-nì,沽尼,,,,
756,lo2-ti2-ka5-ngin3,ló-tí-kâ-ngìn,老底嘉人,,,,
757,lo2-ti2-ka5,ló-tí-kâ,老底嘉,,,,
758,let8-sat,le̍t-sat,勒撒,,,,
759,lip8-ka5-mi2,li̍p-kâ-mí,立加米,,,,
760,lip8-na5-ngin3,li̍p-nâ-ngìn,立拿人,,,,
761,lip8-na5-sang3,li̍p-nâ-sàng,立拿城,,,,
762,lip8-na5-vong3,li̍p-nâ-vòng,立拿王,,,,
763,lip8-na5,li̍p-nâ,立拿,,,,
764,lip8-ni3,li̍p-nì,立尼,,,,
765,liu2-su,liú-su,柳樹,,,,
766,li-fat8-yim5-kuk,li-fa̍t-yîm-kuk,利乏音谷,,,,
767,li-fat8-yim5-ngin3,li-fa̍t-yîm-ngìn,利乏音人,,,,
768,li-fat8-yim5-thi,li-fa̍t-yîm-thi,利乏音地,,,,
769,li-fat8-yim5,li-fa̍t-yîm,利乏音,,,,
770,li-fap-nga5,li-fap-ngâ,利法雅,,,,
771,li-fap-san,li-fap-san,利法散,,,,
772,li-fap-yit,li-fap-yit,利法益,,,,
773,li-fap-ngin3,li-fap-ngìn,利法人,,,,
774,li-fap,li-fap,利法,,,,
775,li-fi5-tang5,li-fî-tâng,利非訂,,,,
776,li-fen3,li-fèn,利宏,,,,
777,li-hen2,li-hén,利肯,,,,
778,li-hap8-pi2-nga5,li-ha̍p-pí-ngâ,利哈比雅,,,,
779,li-hap8-pi2-ngin3,li-ha̍p-pí-ngìn,利哈比人,,,,
780,li-hap8-pi2,li-ha̍p-pí,利哈比,,,,
781,li-hap8,li-ha̍p,利合,,,,
782,li-hi5-sang3,li-hî-sàng,利希城,,,,
783,li-hi5,li-hî,利希,,,,
784,li-ho3-pak-ngin3,li-hò-pak-ngìn,利河伯人,,,,
785,li-ho3-pak-sang3,li-hò-pak-sàng,利河伯城,,,,
786,li-ho3-pak,li-hò-pak,利河伯,,,,
787,li-kap-chhuk8,li-kap-chhu̍k,利甲族,,,,
788,li-kap-ngin3,li-kap-ngìn,利甲人,,,,
789,li-kap,li-kap,利甲,,,,
790,li-khien,li-khien,利健,,,,
791,li-khiet-hi5,li-khiet-hî,利克希,,,,
792,li-kien5-mi2-let8,li-kiên-mí-le̍t,利堅．米勒,,,,
793,li-kien5,li-kiên,利堅,,,,
794,li-ka5-sang3,li-kâ-sàng,利迦城,,,,
795,li-ka5,li-kâ,利迦,,,,
796,li-ki5-vung5,li-kî-vûng,利基翁,,,,
797,li-kim5,li-kîm,利金,,,,
798,li-loi3-nga5,li-lòi-ngâ,利來雅,,,,
799,li-met8,li-me̍t,利篾,,,,
800,li-mu-yi5-let8-vong3,li-mu-yî-le̍t-vòng,利慕伊勒王,,,,
801,li-mu-yi5-let8,li-mu-yî-le̍t,利慕伊勒,,,,
802,li-ma5-li,li-mâ-li,利瑪利,,,,
803,li-mun3,li-mùn,利門,,,,
804,li-nu5,li-nû,利努,,,,
805,li-pi2-la5-sang3,li-pí-lâ-sàng,利比拉城,,,,
806,li-pi2-la5,li-pí-lâ,利比拉,,,,
807,li-pi2-a5-ngin3,li-pí-â-ngìn,利比亞人,,,,
808,li-pi2-a5,li-pí-â,利比亞,,,,
809,li-pai,li-pai,利拜,,,,
810,li-pak-ka5,li-pak-kâ,麗百加,,,,
811,li-pa5-na5,li-pâ-nâ,利巴拿,,,,
812,li-pa5-vut,li-pâ-vut,利巴勿,,,,
813,li-pa5,li-pâ,利巴,,,,
814,li-po5-na5,li-pô-nâ,利波拿,,,,
815,li-san,li-san,利善,,,,
816,li-sat,li-sat,利撒,,,,
817,li-set,li-set,利色,,,,
818,li-sia2,li-siá,利寫,,,,
819,li-sit,li-sit,利悉,,,,
820,li-sien5-thai,li-siên-thai,利鮮大,,,,
821,li-sien5-sang3,li-siên-sàng,利鮮城,,,,
822,li-sun,li-sun,利遜,,,,
823,li-sun-vong3,li-sun-vòng,利汛王,,,,
824,li-sun,li-sun,利汛,,,,
825,li-sii5-pa5,li-sṳ̂-pâ,利斯巴,,,,
826,li-thi3-ma5,li-thì-mâ,利提瑪,,,,
827,li-tu5-sii-ngin3,li-tû-sṳ-ngìn,利都是人,,,,
828,li-tu5-sii,li-tû-sṳ,利都是,,,,
829,li-vi-chhuk8,li-vi-chhu̍k,利未族,,,,
830,li-vi-ka5,li-vi-kâ,利未家,,,,
831,li-vi-ngin3,li-vi-ngìn,利未人,,,,
832,li-vi-sang3,li-vi-sàng,利未城,,,,
833,li-vi-yang3,li-vi-yàng,利未營,,,,
834,li-vi,li-vi,利未,,,,
835,li-vu5-mi2-ngin3,li-vû-mí-ngìn,利烏米人,,,,
836,li-vu5-mi2,li-vû-mí,利烏米,,,,
837,li-yi5,li-yî,利以,,,,
838,li-a5-nga5,li-â-ngâ,利亞雅,,,,
839,li-a5,li-â,麗亞,,,,
840,liu3-ma5,liù-mâ,流瑪,,,,
841,liu3-ngi2,liù-ngí,流珥,,,,
842,lu-khiu3,lu-khiù,路求,,,,
843,lu-ka5,lu-kâ,路加,,,,
844,lu-sii5-tet-sang3,lu-sṳ̂-tet-sàng,路司得城,,,,
845,lu-sii5-tet,lu-sṳ̂-tet,路司得,,,,
846,lu-sii5,lu-sṳ̂,路斯,,,,
847,lu-tet-ngin3,lu-tet-ngìn,路德人,,,,
848,lu-tet,lu-tet,路得,,,,
849,lu-tai5-ngin3,lu-tâi-ngìn,路低人,,,,
850,lu-tai5,lu-tâi,路低,,,,
851,la5-fap,lâ-fap,拉法,,,,
852,la5-fu3,lâ-fù,拉孚,,,,
853,la5-hap8-let8,lâ-ha̍p-le̍t,拉哈勒,,,,
854,la5-hap8-mi2,lâ-ha̍p-mí,拉哈米,,,,
855,la5-hap8-pak,lâ-ha̍p-pak,拉哈伯,,,,
856,la5-hap8,lâ-ha̍p,拉哈,,,,
857,la5-hap8,lâ-ha̍p,拉合,,,,
858,la5-hap8,lâ-ha̍p,喇合,,,,
859,la5-ham3,lâ-hàm,拉含,,,,
860,la5-kap,lâ-kap,拉甲,,,,
861,la5-khiung,lâ-khiung,拉共,,,,
862,la5-khun5,lâ-khûn,拉昆,,,,
863,la5-kit-sang3,lâ-kit-sàng,拉吉城,,,,
864,la5-kit-vong3,lâ-kit-vòng,拉吉王,,,,
865,la5-kit,lâ-kit,拉吉,,,,
866,la5-mi2,lâ-mí,拉米,,,,
867,la5-mak8,lâ-ma̍k,拉麥,,,,
868,la5-mat8-li-hi5,lâ-ma̍t-li-hî,拉末．利希,,,,
869,la5-mat8-sang3,lâ-ma̍t-sàng,拉末城,,,,
870,la5-mat8,lâ-ma̍t,拉末,,,,
871,la5-man,lâ-man,拉幔,,,,
872,la5-mat-mi2-sii5-pa5,lâ-mat-mí-sṳ̂-pâ,拉抹．米斯巴,,,,
873,la5-ma5-ngin3,lâ-mâ-ngìn,拉瑪人,,,,
874,la5-ma5-sang3,lâ-mâ-sàng,拉瑪城,,,,
875,la5-ma5,lâ-mâ,拉瑪,,,,
876,la5-pi2-to5,lâ-pí-tô,拉比多,,,,
877,la5-pak-sa5-ki5,lâ-pak-sâ-kî,拉伯沙基,,,,
878,la5-piak,lâ-piak,拉璧,,,,
879,la5-pan5,lâ-pân,拉班,,,,
880,la5-pa5-ngin3,lâ-pâ-ngìn,拉巴人,,,,
881,la5-pa5-sang3,lâ-pâ-sàng,拉巴城,,,,
882,la5-pa5,lâ-pâ,拉巴,,,,
883,la5-sat-lu,lâ-sat-lu,拉撒路,,,,
884,la5-sa5-lun3,lâ-sâ-lùn,拉沙崙,,,,
885,la5-sa5,lâ-sâ,拉沙,,,,
886,la5-si5-a5-sang3,lâ-sî-â-sàng,拉西亞城,,,,
887,la5-si5-a5,lâ-sî-â,拉西亞,,,,
888,la5-thai,lâ-thai,拉大,,,,
889,la5-than,lâ-than,拉但,,,,
890,la5-thoi,lâ-thoi,拉代,,,,
891,la5-ten5,lâ-tên,拉丁,,,,
892,la5-yi-sang3,lâ-yi-sàng,拉億城,,,,
893,la5-yi,lâ-yi,拉億,,,,
894,la5-yi5-let8,lâ-yî-le̍t,拉伊勒,,,,
895,la5-ng3,lâ-ǹg,拉吳,,,,
896,li5-hak-kuk,lî-hak-kuk,旅客谷,,,,
897,li5-ka5,lî-kâ,呂家,,,,
898,li5-ko5-ni3,lî-kô-nì,呂高尼,,,,
899,li5-phien-khi5,lî-phien-khî,呂便區,,,,
900,li5-phien-ngin3,lî-phien-ngìn,呂便人,,,,
901,li5-phien,lî-phien,呂便,,,,
902,li5-sat-ngiap,lî-sat-ngiap,呂撒聶,,,,
903,li5-si5-a5,lî-sî-â,呂西亞,,,,
904,li5-ti2-a5-ngin3,lî-tí-â-ngìn,呂底亞人,,,,
905,li5-ti2-a5,lî-tí-â,呂底亞,,,,
906,li5-thai,lî-thai,呂大,,,,
907,lu5-fu5,lû-fû,魯孚,,,,
908,lu5-hi5-po5,lû-hî-pô,魯希坡,,,,
909,lu5-hi5,lû-hî,魯希,,,,
910,lu5-ma5-sang3,lû-mâ-sàng,魯瑪城,,,,
911,lan3-set-sang3,làn-set-sàng,蘭塞城,,,,
912,lan3-set,làn-set,蘭塞,,,,
913,lan3-chhuk8,làn-chhu̍k,蘭族,,,,
914,lan3,làn,蘭,,,,
915,li3-pa5-nun-kuk,lì-pâ-nun-kuk,黎巴嫩谷,,,,
916,li3-pa5-nun-san5,lì-pâ-nun-sân,黎巴嫩山,,,,
917,li3-pa5-nun-thap,lì-pâ-nun-thap,黎巴嫩塔,,,,
918,li3-pa5-nun,lì-pâ-nun,黎巴嫩,,,,
919,lim3-mo5-no3,lìm-mô-nò,臨摩挪,,,,
920,lim3-mun3-pha-liet8,lìm-mùn-pha-lie̍t,臨門．帕烈,,,,
921,lim3-mun3-meu,lìm-mùn-meu,臨門廟,,,,
922,lim3-mun3-ngan3,lìm-mùn-ngàn,臨門巖,,,,
923,lim3-mun3,lìm-mùn,臨門,,,,
924,lim3-na5,lìm-nâ,林拿,,,,
925,lo3-ka5,lò-kâ,羅迦,,,,
926,lo3-ki5-lim3-ngin3,lò-kî-lìm-ngìn,羅基琳人,,,,
927,lo3-ki5-lim3,lò-kî-lìm,羅基琳,,,,
928,lo3-lu-hap8-ma5,lò-lu-ha̍p-mâ,羅．露哈瑪,,,,
929,lo3-man-thi3-yi5-chhia,lò-man-thì-yî-chhia,羅幔提．以謝,,,,
930,lo3-ma5-ngin3,lò-mâ-ngìn,羅馬人,,,,
931,lo3-ma5,lò-mâ,羅馬,,,,
932,lo3-po5-on5-vong3,lò-pô-ôn-vòng,羅波安王,,,,
933,lo3-po5-on5,lò-pô-ôn,羅波安,,,,
934,lo3-siit8,lò-sṳ̍t,羅實,,,,
935,lo3-ti2-pa5-ngin3,lò-tí-pâ-ngìn,羅．底巴人,,,,
936,lo3-ti2-pa5,lò-tí-pâ,羅．底巴,,,,
937,lo3-ti2,lò-tí,羅底,,,,
938,lo3-tet,lò-tet,羅德,,,,
939,lo3-tet-ngin3,lò-tet-ngìn,羅德人,,,,
940,lo3-tet,lò-tet,羅得,,,,
941,lo3-thai,lò-thai,羅大,,,,
942,lo3-tham,lò-tham,羅坍,,,,
943,lo3-yi2,lò-yí,羅綺,,,,
944,lo3-a5-mi2,lò-â-mí,羅．阿米,,,,
945,loi3-sat-ngin3,lòi-sat-ngìn,萊煞人,,,,
946,lu3-leu3,lù-lèu,爐樓,,,,
947,lui3-kiet,lùi-kiet,蕾潔,,,,
948,men2-no3-thai,mén-nò-thai,憫挪太,,,,
949,mi2-fap-ap,mí-fap-ap,米法押,,,,
950,mi2-fu-man,mí-fu-man,米戶幔,,,,
951,mi2-fu-nga5-li,mí-fu-ngâ-li,米戶雅利,,,,
952,mi2-fi5-po5-sat,mí-fî-pô-sat,米非波設,,,,
953,mi2-het,mí-het,米黑,,,,
954,mi2-hi5-thai-phet8,mí-hî-thai-phe̍t,米希大別,,,,
955,mi2-hi5-thai,mí-hî-thai,米希大,,,,
956,mi2-hi5-tha5-phet8,mí-hî-thâ-phe̍t,米希她別,,,,
957,mi2-ho3-la5-ngin3,mí-hò-lâ-ngìn,米何拉人,,,,
958,mi2-kap,mí-kap,米甲,,,,
959,mi2-kit-to5-sang3,mí-kit-tô-sàng,米吉多城,,,,
960,mi2-kit-to5,mí-kit-tô,米吉多,,,,
961,mi2-ka5-let8,mí-kâ-le̍t,米迦勒,,,,
962,mi2-kai5-nga5,mí-kâi-ngâ,米該雅,,,,
963,mi2-kai5-a5,mí-kâi-â,米該亞,,,,
964,mi2-ka5,mí-kâ,米迦,,,,
965,mi2-ki5-li,mí-kî-li,米基利,,,,
966,mi2-ki5-la5-ngin3,mí-kî-lâ-ngìn,米基拉人,,,,
967,mi2-ki5-lo3,mí-kî-lò,米基羅,,,,
968,mi2-ki5-lun3,mí-kî-lùn,米磯崙,,,,
969,mi2-ko5-na5,mí-kô-nâ,米哥拿,,,,
970,mi2-let8-kung5,mí-le̍t-kûng,米勒公,,,,
971,mi2-let8,mí-le̍t,米勒,,,,
972,mi2-lit8-pa5-lit8,mí-li̍t-pâ-li̍t,米力．巴力,,,,
973,mi2-lit8,mí-li̍t,米力,,,,
974,mi2-liet8,mí-lie̍t,米列,,,,
