ID,FHL_DICT_Numeric,PFS_Numeric,PFS_Unicode,Hakfa_IPA,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
1722,phi3-sii5-ka5,phi2-sii1-ka1,phì-sṳ̂-kâ,[pʰi˩˩] [sɨ˨˦] [ka˨˦],毗斯迦,,,,
1723,phi3-thot8-sang3,phi2-thot5-sang2,phì-tho̍t-sàng,[pʰi˩˩] [tʰot̚˥] [saŋ˩˩],毗奪城,,,,
1724,phi3-thot8,phi2-thot5,phì-tho̍t,[pʰi˩˩] [tʰot̚˥],毗奪,,,,
1725,phong3-fi5-li-a5,phong2-fi1-li4-a1,phòng-fî-li-â,[pʰoŋ˩˩] [fi˨˦] [li˥˥] [a˨˦],旁非利亞,,,,
1726,phu3-la5,phu2-la1,phù-lâ,[pʰu˩˩] [la˨˦],普拉,,,,
1727,pi-thit8-li,pi4-thit5-li4,pi-thi̍t-li,[pi˥˥] [tʰit̚˥] [li˥˥],貝特利,,,,
1728,piak-kai5,piak6-kai1,piak-kâi,[piak̚˨] [kai˨˦],璧該,,,,
1729,piak-ka5-chhuk8,piak6-ka1-chhuk5,piak-kâ-chhu̍k,[piak̚˨] [ka˨˦] [tsʰuk̚˥],璧迦族,,,,
1730,piak-ka5,piak6-ka1,piak-kâ,[piak̚˨] [ka˨˦],璧迦,,,,
1731,pit-kap,pit6-kap6,pit-kap,[pit̚˨] [kap̚˨],畢甲,,,,
1732,pit-lo3-sii5,pit6-lo2-sii1,pit-lò-sṳ̂,[pit̚˨] [lo˩˩] [sɨ˨˦],畢羅斯,,,,
1733,pit-sii-thai,pit6-sii4-thai4,pit-sṳ-thai,[pit̚˨] [sɨ˥˥] [tʰai˥˥],畢士大,,,,
1734,pit-san5,pit6-san1,pit-sân,[pit̚˨] [san˨˦],必珊,,,,
1735,pit-that8,pit6-that5,pit-tha̍t,[pit̚˨] [tʰat̚˥],必達,,,,
1736,pu-ki5-nga5,pu4-ki1-nga1,pu-kî-ngâ,[pu˥˥] [ki˨˦] [ŋa˨˦],布基雅,,,,
1737,pu-ki5,pu4-ki1,pu-kî,[pu˥˥] [ki˨˦],布基,,,,
1738,pu-na5,pu4-na1,pu-nâ,[pu˥˥] [na˨˦],布拿,,,,
1739,pu-ni3,pu4-ni2,pu-nì,[pu˥˥] [ni˩˩],布尼,,,,
1740,pu-si5,pu4-si1,pu-sî,[pu˥˥] [ɕi˨˦],布西,,,,
1741,pu-sii5,pu4-sii1,pu-sṳ̂,[pu˥˥] [sɨ˨˦],布斯,,,,
1742,pu-thit8-ngin3,pu4-thit5-ngin2,pu-thi̍t-ngìn,[pu˥˥] [tʰit̚˥] [ɲin˩˩],布特人,,,,
1743,pu-thien3,pu4-thien2,pu-thièn,[pu˥˥] [tʰien˩˩],布田,,,,
1744,pa5-fu-lim3,pa1-fu4-lim2,pâ-fu-lìm,[pa˨˦] [fu˥˥] [lim˩˩],巴戶琳,,,,
1745,pa5-hap8-mo5-ap,pa1-hap5-mo1-ap6,pâ-ha̍p-mô-ap,[pa˨˦] [hap̚˥] [mo˨˦] [ap̚˨],巴哈．摩押,,,,
1746,pa5-khoa2,pa1-khoa3,pâ-khóa,[pa˨˦] [kʰoa˧˩],巴柯,,,,
1747,pa5-let8-hap8-nam3,pa1-let5-hap5-nam2,pâ-le̍t-ha̍p-nàm,[pa˨˦] [let̚˥] [hap̚˥] [nam˩˩],巴勒．哈南,,,,
1748,pa5-let8-sii5-than2,pa1-let5-sii1-than3,pâ-le̍t-sṳ̂-thán,[pa˨˦] [let̚˥] [sɨ˨˦] [tʰan˧˩],巴勒斯坦,,,,
1749,pa5-let8-vong3,pa1-let5-vong2,pâ-le̍t-vòng,[pa˨˦] [let̚˥] [ʋoŋ˩˩],巴勒王,,,,
1750,pa5-let8,pa1-let5,pâ-le̍t,[pa˨˦] [let̚˥],巴勒,,,,
1751,pa5-lit8-hap8-mun3,pa1-lit5-hap5-mun2,pâ-li̍t-ha̍p-mùn,[pa˨˦] [lit̚˥] [hap̚˥] [mun˩˩],巴力．哈們,,,,
1752,pa5-lit8-ha-so2,pa1-lit5-ha4-so3,pâ-li̍t-ha-só,[pa˨˦] [lit̚˥] [ha˥˥] [so˧˩],巴力．夏瑣,,,,
1753,pa5-lit8-het-mun3-san5,pa1-lit5-het6-mun2-san1,pâ-li̍t-het-mùn-sân,[pa˨˦] [lit̚˥] [het̚˨] [mun˩˩] [san˨˦],巴力．黑門山,,,,
1754,pa5-lit8-het-mun3,pa1-lit5-het6-mun2,pâ-li̍t-het-mùn,[pa˨˦] [lit̚˥] [het̚˨] [mun˩˩],巴力．黑門,,,,
1755,pa5-lit8-ka5-tet,pa1-lit5-ka1-tet6,pâ-li̍t-kâ-tet,[pa˨˦] [lit̚˥] [ka˨˦] [tet̚˨],巴力．迦得,,,,
1756,pa5-lit8-mien5,pa1-lit5-mien1,pâ-li̍t-miên,[pa˨˦] [lit̚˥] [mien˨˦],巴力．免,,,,
1757,pa5-lit8-pi2-li-thu2-meu,pa1-lit5-pi3-li4-thu3-meu4,pâ-li̍t-pí-li-thú-meu,[pa˨˦] [lit̚˥] [pi˧˩] [li˥˥] [tʰu˧˩] [meu˥˥],巴力．比利土廟,,,,
1758,pa5-lit8-pi2-li-thu2,pa1-lit5-pi3-li4-thu3,pâ-li̍t-pí-li-thú,[pa˨˦] [lit̚˥] [pi˧˩] [li˥˥] [tʰu˧˩],巴力．彼利土,,,,
1759,pa5-lit8-pi2-la5-sim5,pa1-lit5-pi3-la1-sim1,pâ-li̍t-pí-lâ-sîm,[pa˨˦] [lit̚˥] [pi˧˩] [la˨˦] [ɕim˨˦],巴力．比拉心,,,,
1760,pa5-lit8-se2-fun5,pa1-lit5-se3-fun1,pâ-li̍t-sé-fûn,[pa˨˦] [lit̚˥] [se˧˩] [fun˨˦],巴力．洗分,,,,
1761,pa5-lit8-sa5-li-sa5,pa1-lit5-sa1-li4-sa1,pâ-li̍t-sâ-li-sâ,[pa˨˦] [lit̚˥] [sa˨˦] [li˥˥] [sa˨˦],巴力．沙利沙,,,,
1762,pa5-lit8-si5-puk,pa1-lit5-si1-puk6,pâ-li̍t-sî-puk,[pa˨˦] [lit̚˥] [ɕi˨˦] [puk̚˨],巴力．西卜,,,,
1763,pa5-lit8-tha5-ma5,pa1-lit5-tha1-ma1,pâ-li̍t-thâ-mâ,[pa˨˦] [lit̚˥] [tʰa˨˦] [ma˨˦],巴力．他瑪,,,,
1764,pa5-lit8-meu,pa1-lit5-meu4,pâ-li̍t-meu,[pa˨˦] [lit̚˥] [meu˥˥],巴力廟,,,,
1765,pa5-lit8-sang3,pa1-lit5-sang2,pâ-li̍t-sàng,[pa˨˦] [lit̚˥] [saŋ˩˩],巴力城,,,,
1766,pa5-lit8,pa1-lit5,pâ-li̍t,[pa˨˦] [lit̚˥],巴力,,,,
1767,pa5-liet8,pa1-liet5,pâ-lie̍t,[pa˨˦] [liet̚˥],巴列,,,,
1768,pa5-liuk8,pa1-liuk5,pâ-liu̍k,[pa˨˦] [liuk̚˥],巴錄,,,,
1769,pa5-li-sii5,pa1-li4-sii1,pâ-li-sṳ̂,[pa˨˦] [li˥˥] [sɨ˨˦],巴利斯,,,,
1770,pa5-li-a5,pa1-li4-a1,pâ-li-â,[pa˨˦] [li˥˥] [a˨˦],巴利亞,,,,
1771,pa5-la5-ka5,pa1-la1-ka1,pâ-lâ-kâ,[pa˨˦] [la˨˦] [ka˨˦],巴拉迦,,,,
1772,pa5-la5-ka5,pa1-la1-ka1,pâ-lâ-kâ,[pa˨˦] [la˨˦] [ka˨˦],巴拉加,,,,
1773,pa5-la5-pi2-ngi2,pa1-la1-pi3-ngi3,pâ-lâ-pí-ngí,[pa˨˦] [la˨˦] [pi˧˩] [ɲi˧˩],巴拉．比珥,,,,
1774,pa5-la5-pa5,pa1-la1-pa1,pâ-lâ-pâ,[pa˨˦] [la˨˦] [pa˨˦],巴拉巴,,,,
1775,pa5-la5-than,pa1-la1-than4,pâ-lâ-than,[pa˨˦] [la˨˦] [tʰan˥˥],巴拉但,,,,
1776,pa5-la5-san5,pa1-la1-san1,pâ-lâ-sân,[pa˨˦] [la˨˦] [san˨˦],巴拉山,,,,
1777,pa5-la5-sang3,pa1-la1-sang2,pâ-lâ-sàng,[pa˨˦] [la˨˦] [saŋ˩˩],巴拉城,,,,
1778,pa5-la5,pa1-la1,pâ-lâ,[pa˨˦] [la˨˦],巴拉,,,,
1779,pa5-lu5-mi2-ngin3,pa1-lu1-mi3-ngin2,pâ-lû-mí-ngìn,[pa˨˦] [lu˨˦] [mi˧˩] [ɲin˩˩],巴魯米人,,,,
1780,pa5-lan3-san5,pa1-lan2-san1,pâ-làn-sân,[pa˨˦] [lan˩˩] [san˨˦],巴蘭山,,,,
1781,pa5-lan3-sang3,pa1-lan2-sang2,pâ-làn-sàng,[pa˨˦] [lan˩˩] [saŋ˩˩],巴蘭城,,,,
1782,pa5-lan3,pa1-lan2,pâ-làn,[pa˨˦] [lan˩˩],巴蘭,,,,
1783,pa5-mi2-na5,pa1-mi3-na1,pâ-mí-nâ,[pa˨˦] [mi˧˩] [na˨˦],巴米拿,,,,
1784,pa5-mat8-pa5-lit8,pa1-mat5-pa1-lit5,pâ-ma̍t-pâ-li̍t,[pa˨˦] [mat̚˥] [pa˨˦] [lit̚˥],巴末．巴力,,,,
1785,pa5-mat8,pa1-mat5,pâ-ma̍t,[pa˨˦] [mat̚˥],巴末,,,,
1786,pa5-mok8-pa5-lit8,pa1-mok5-pa1-lit5,pâ-mo̍k-pâ-li̍t,[pa˨˦] [mok̚˥] [pa˨˦] [lit̚˥],巴莫．巴力,,,,
1787,pa5-mi5-la5-sang3,pa1-mi1-la1-sang2,pâ-mî-lâ-sàng,[pa˨˦] [mi˨˦] [la˨˦] [saŋ˩˩],巴美拉城,,,,
1788,pa5-nga2-yim5,pa1-nga3-yim1,pâ-ngá-yîm,[pa˨˦] [ŋa˧˩] [yim˨˦],巴瓦音,,,,
1789,pa5-nga2-yi5,pa1-nga3-yi1,pâ-ngá-yî,[pa˨˦] [ŋa˧˩] [yi˨˦],巴瓦伊,,,,
1790,pa5-na5-pa5,pa1-na1-pa1,pâ-nâ-pâ,[pa˨˦] [na˨˦] [pa˨˦],巴拿巴,,,,
1791,pa5-na5,pa1-na1,pâ-nâ,[pa˨˦] [na˨˦],巴拿,,,,
1792,pa5-ni3-a5,pa1-ni2-a1,pâ-nì-â,[pa˨˦] [ni˩˩] [a˨˦],巴尼亞,,,,
1793,pa5-ni3,pa1-ni2,pâ-nì,[pa˨˦] [ni˩˩],巴尼,,,,
1794,pa5-pi2-lun3-koet,pa1-pi3-lun2-koet6,pâ-pí-lùn-koet,[pa˨˦] [pi˧˩] [lun˩˩] [koet̚˨],巴比倫國,,,,
1795,pa5-pi2-lun3-ngin3,pa1-pi3-lun2-ngin2,pâ-pí-lùn-ngìn,[pa˨˦] [pi˧˩] [lun˩˩] [ɲin˩˩],巴比倫人,,,,
1796,pa5-pi2-lun3-sen2,pa1-pi3-lun2-sen3,pâ-pí-lùn-sén,[pa˨˦] [pi˧˩] [lun˩˩] [sen˧˩],巴比倫省,,,,
1797,pa5-pi2-lun3-sang3,pa1-pi3-lun2-sang2,pâ-pí-lùn-sàng,[pa˨˦] [pi˧˩] [lun˩˩] [saŋ˩˩],巴比倫城,,,,
1798,pa5-pi2-lun3-vong3,pa1-pi3-lun2-vong2,pâ-pí-lùn-vòng,[pa˨˦] [pi˧˩] [lun˩˩] [ʋoŋ˩˩],巴比倫王,,,,
1799,pa5-pi2-lun3,pa1-pi3-lun2,pâ-pí-lùn,[pa˨˦] [pi˧˩] [lun˩˩],巴比倫,,,,
1800,pa5-phet8-thap,pa1-phet5-thap6,pâ-phe̍t-thap,[pa˨˦] [pʰet̚˥] [tʰap̚˨],巴別塔,,,,
1801,pa5-phet8,pa1-phet5,pâ-phe̍t,[pa˨˦] [pʰet̚˥],巴別,,,,
1802,pa5-puk,pa1-puk6,pâ-puk,[pa˨˦] [puk̚˨],巴卜,,,,
1803,pa5-se2-lit8,pa1-se3-lit5,pâ-sé-li̍t,[pa˨˦] [se˧˩] [lit̚˥],巴洗律,,,,
1804,pa5-siit8-mat,pa1-siit5-mat6,pâ-sṳ̍t-mat,[pa˨˦] [sɨt̚˥] [mat̚˨],芭實抹,,,,
1805,pa5-sat-pa5,pa1-sat6-pa1,pâ-sat-pâ,[pa˨˦] [sat̚˨] [pa˨˦],巴撒巴,,,,
1806,pa5-sat,pa1-sat6,pâ-sat,[pa˨˦] [sat̚˨],巴薩,,,,
1807,pa5-san5-ki5-liet8,pa1-san1-ki1-liet5,pâ-sân-kî-lie̍t,[pa˨˦] [san˨˦] [ki˨˦] [liet̚˥],巴珊．基列,,,,
1808,pa5-san5-thai-tha5,pa1-san1-thai4-tha1,pâ-sân-thai-thâ,[pa˨˦] [san˨˦] [tʰai˥˥] [tʰa˨˦],巴珊大他,,,,
1809,pa5-san5-san5,pa1-san1-san1,pâ-sân-sân,[pa˨˦] [san˨˦] [san˨˦],巴珊山,,,,
1810,pa5-san5-thi,pa1-san1-thi4,pâ-sân-thi,[pa˨˦] [san˨˦] [tʰi˥˥],巴珊地,,,,
1811,pa5-san5-vong3,pa1-san1-vong2,pâ-sân-vòng,[pa˨˦] [san˨˦] [ʋoŋ˩˩],巴珊王,,,,
1812,pa5-san5,pa1-san1,pâ-sân,[pa˨˦] [san˨˦],巴珊,,,,
1813,pa5-sa5-vong3,pa1-sa1-vong2,pâ-sâ-vòng,[pa˨˦] [sa˨˦] [ʋoŋ˩˩],巴沙王,,,,
1814,pa5-sa5,pa1-sa1,pâ-sâ,[pa˨˦] [sa˨˦],巴沙,,,,
1815,pa5-si5-loi3-chhuk8,pa1-si1-loi2-chhuk5,pâ-sî-lòi-chhu̍k,[pa˨˦] [ɕi˨˦] [loi˩˩] [tsʰuk̚˥],巴西萊族,,,,
1816,pa5-si5-loi3,pa1-si1-loi2,pâ-sî-lòi,[pa˨˦] [ɕi˨˦] [loi˩˩],巴西萊,,,,
1817,pa5-si5-nga5,pa1-si1-nga1,pâ-sî-ngâ,[pa˨˦] [ɕi˨˦] [ŋa˨˦],巴西雅,,,,
1818,pa5-si5-a5,pa1-si1-a1,pâ-sî-â,[pa˨˦] [ɕi˨˦] [a˨˦],巴西亞,,,,
1819,pa5-sii5-fu-ngi2,pa1-sii1-fu4-ngi3,pâ-sṳ̂-fu-ngí,[pa˨˦] [sɨ˨˦] [fu˥˥] [ɲi˧˩],巴施戶珥,,,,
1820,pa5-sii5-that8-men2,pa1-sii1-that5-men3,pâ-sṳ̂-tha̍t-mén,[pa˨˦] [sɨ˨˦] [tʰat̚˥] [men˧˩],巴斯．達閔,,,,
1821,pa5-su5-a5,pa1-su1-a1,pâ-sû-â,[pa˨˦] [su˨˦] [a˨˦],巴書亞,,,,
1822,pa5-ti2-mai5,pa1-ti3-mai1,pâ-tí-mâi,[pa˨˦] [ti˧˩] [mai˨˦],巴底買,,,,
1823,pa5-thit8-la5-phin5,pa1-thit5-la1-phin1,pâ-thi̍t-lâ-phîn,[pa˨˦] [tʰit̚˥] [la˨˦] [pʰin˨˦],巴特拉併,,,,
1824,pa5-thit8-la5-ngin3,pa1-thit5-la1-ngin2,pâ-thi̍t-lâ-ngìn,[pa˨˦] [tʰit̚˥] [la˨˦] [ɲin˩˩],巴特拉人,,,,
1825,pa5-thit8-lo3,pa1-thit5-lo2,pâ-thi̍t-lò,[pa˨˦] [tʰit̚˥] [lo˩˩],巴特羅,,,,
1826,pa5-tun,pa1-tun4,pâ-tun,[pa˨˦] [tun˥˥],巴頓,,,,
1827,pa5-to5-lo3-mai5,pa1-to1-lo2-mai1,pâ-tô-lò-mâi,[pa˨˦] [to˨˦] [lo˩˩] [mai˨˦],巴多羅買,,,,
1828,pa5-vu5-ngin3,pa1-vu1-ngin2,pâ-vû-ngìn,[pa˨˦] [ʋu˨˦] [ɲin˩˩],巴烏人,,,,
1829,pa5-vu5,pa1-vu1,pâ-vû,[pa˨˦] [ʋu˨˦],巴烏,,,,
1830,pa5-ya5-su5,pa1-ya1-su1,pâ-yâ-sû,[pa˨˦] [ya˨˦] [su˨˦],巴耶穌,,,,
1831,pau5-phi3-san5,pau1-phi2-san1,pâu-phì-sân,[pau˨˦] [pʰi˩˩] [san˨˦],包皮山,,,,
1832,pin5-hap8,pin1-hap5,pîn-ha̍p,[pin˨˦] [hap̚˥],賓哈,,,,
1833,pin5-nui,pin1-nui4,pîn-nui,[pin˨˦] [nui˥˥],賓內,,,,
1834,po5-hon2-sak8,po1-hon3-sak5,pô-hón-sa̍k,[po˨˦] [hon˧˩] [sak̚˥],波罕石,,,,
1835,po5-hon2,po1-hon3,pô-hón,[po˨˦] [hon˧˩],波罕,,,,
1836,po5-het-liet8-hap8-sii5-pa5-yim5,po1-het6-liet5-hap5-sii1-pa1-yim1,pô-het-lie̍t-ha̍p-sṳ̂-pâ-yîm,[po˨˦] [het̚˨] [liet̚˥] [hap̚˥] [sɨ˨˦] [pa˨˦] [yim˨˦],玻黑列．哈斯巴音,,,,
1837,po5-khiu3-fi5-sii5-tu5,po1-khiu2-fi1-sii1-tu1,pô-khiù-fî-sṳ̂-tû,[po˨˦] [kʰiu˩˩] [fi˨˦] [sɨ˨˦] [tu˨˦],波求非斯都,,,,
1838,po5-ki5-lu,po1-ki1-lu4,pô-kî-lu,[po˨˦] [ki˨˦] [lu˥˥],波基路,,,,
1839,po5-kim5,po1-kim1,pô-kîm,[po˨˦] [kim˨˦],波金,,,,
1840,po5-siet,po1-siet6,pô-siet,[po˨˦] [ɕiet̚˨],播薛,,,,
1841,po5-sii5-ka5-sang3,po1-sii1-ka1-sang2,pô-sṳ̂-kâ-sàng,[po˨˦] [sɨ˨˦] [ka˨˦] [saŋ˩˩],波斯加城,,,,
1842,po5-sii5-ka5,po1-sii1-ka1,pô-sṳ̂-kâ,[po˨˦] [sɨ˨˦] [ka˨˦],波斯加,,,,
1843,po5-sii5-la5-ngin3,po1-sii1-la1-ngin2,pô-sṳ̂-lâ-ngìn,[po˨˦] [sɨ˨˦] [la˨˦] [ɲin˩˩],波斯拉人,,,,
1844,po5-sii5-la5-sang3,po1-sii1-la1-sang2,pô-sṳ̂-lâ-sàng,[po˨˦] [sɨ˨˦] [la˨˦] [saŋ˩˩],波斯拉城,,,,
1845,po5-sii5-la5,po1-sii1-la1,pô-sṳ̂-lâ,[po˨˦] [sɨ˨˦] [la˨˦],波斯拉,,,,
1846,po5-sii5-fa,po1-sii1-fa4,pô-sṳ̂-fa,[po˨˦] [sɨ˨˦] [fa˥˥],波斯話,,,,
1847,po5-sii5-ngin3,po1-sii1-ngin2,pô-sṳ̂-ngìn,[po˨˦] [sɨ˨˦] [ɲin˩˩],波斯人,,,,
1848,po5-sii5-vong3,po1-sii1-vong2,pô-sṳ̂-vòng,[po˨˦] [sɨ˨˦] [ʋoŋ˩˩],波斯王,,,,
1849,po5-sii5,po1-sii1,pô-sṳ̂,[po˨˦] [sɨ˨˦],波斯,,,,
1850,po5-thi3-fat8,po1-thi2-fat5,pô-thì-fa̍t,[po˨˦] [tʰi˩˩] [fat̚˥],波提乏,,,,
1851,po5-thi3-fi5-la5,po1-thi2-fi1-la1,pô-thì-fî-lâ,[po˨˦] [tʰi˩˩] [fi˨˦] [la˨˦],波提非拉,,,,
1852,po5-a5-sii5,po1-a1-sii1,pô-â-sṳ̂,[po˨˦] [a˨˦] [sɨ˨˦],波阿斯,,,,
1853,sa2-pak-kai5,sa3-pak6-kai1,sá-pak-kâi,[sa˧˩] [pak̚˨] [kai˨˦],舍伯該,,,,
1854,sa2-pak-na5,sa3-pak6-na1,sá-pak-nâ,[sa˧˩] [pak̚˨] [na˨˦],舍伯那,,,,
1855,sa2-yi5-la5,sa3-yi1-la1,sá-yî-lâ,[sa˧˩] [yi˨˦] [la˨˦],舍伊拉,,,,
1856,sam2,sam3,sám,[sam˧˩],閃,,,,
1857,se2-fap-kuk,se3-fap6-kuk6,sé-fap-kuk,[se˧˩] [fap̚˨] [kuk̚˨],洗法谷,,,,
1858,se2-fap-sang3,se3-fap6-sang2,sé-fap-sàng,[se˧˩] [fap̚˨] [saŋ˩˩],洗法城,,,,
1859,se2-fi5-yun3,se3-fi1-yun2,sé-fî-yùn,[se˧˩] [fi˨˦] [yun˩˩],洗非芸,,,,
1860,se2-fun5,se3-fun1,sé-fûn,[se˧˩] [fun˨˦],洗分,,,,
1861,se2-kiet-la5-sang3,se3-kiet6-la1-sang2,sé-kiet-lâ-sàng,[se˧˩] [kiet̚˨] [la˨˦] [saŋ˩˩],洗革拉城,,,,
1862,se2-kiet-la5,se3-kiet6-la1,sé-kiet-lâ,[se˧˩] [kiet̚˨] [la˨˦],洗革拉,,,,
1863,se2-let8-thai,se3-let5-thai4,sé-le̍t-thai,[se˧˩] [let̚˥] [tʰai˥˥],洗勒太,,,,
1864,se2-let8,se3-let5,sé-le̍t,[se˧˩] [let̚˥],洗勒,,,,
1865,se2-liet8,se3-liet5,sé-lie̍t,[se˧˩] [liet̚˥],洗列,,,,
1866,se2-li-that8-ngin3,se3-li4-that5-ngin2,sé-li-tha̍t-ngìn,[se˧˩] [li˥˥] [tʰat̚˥] [ɲin˩˩],洗利達人,,,,
1867,se2-lu-nga5,se3-lu4-nga1,sé-lu-ngâ,[se˧˩] [lu˥˥] [ŋa˨˦],洗璐雅,,,,
1868,se2-la5,se3-la1,sé-lâ,[se˧˩] [la˨˦],洗拉,,,,
1869,se2-lu5-nga5,se3-lu1-nga1,sé-lû-ngâ,[se˧˩] [lu˨˦] [ŋa˨˦],洗魯雅,,,,
1870,se2-lo3,se3-lo2,sé-lò,[se˧˩] [lo˩˩],洗羅,,,,
1871,se2-ma5-lien2,se3-ma1-lien3,sé-mâ-lién,[se˧˩] [ma˨˦] [lien˧˩],洗瑪臉,,,,
1872,se2-ma5-li-ngin3,se3-ma1-li4-ngin2,sé-mâ-li-ngìn,[se˧˩] [ma˨˦] [li˥˥] [ɲin˩˩],洗瑪利人,,,,
1873,se2-ma5-li,se3-ma1-li4,sé-mâ-li,[se˧˩] [ma˨˦] [li˥˥],洗瑪利,,,,
1874,se2-ma5-mien-san5,se3-ma1-mien4-san1,sé-mâ-mien-sân,[se˧˩] [ma˨˦] [mien˥˥] [san˨˦],洗瑪面山,,,,
1875,se2-ngi2,se3-ngi3,sé-ngí,[se˧˩] [ɲi˧˩],洗珥,,,,
1876,se2-nam3,se3-nam2,sé-nàm,[se˧˩] [nam˩˩],洗楠,,,,
1877,se2-pi2-nga5,se3-pi3-nga1,sé-pí-ngâ,[se˧˩] [pi˧˩] [ŋa˨˦],洗比雅,,,,
1878,se2-phien5,se3-phien1,sé-phiên,[se˧˩] [pʰien˨˦],洗編,,,,
1879,se2-pien2-vong3,se3-pien3-vong2,sé-pién-vòng,[se˧˩] [pien˧˩] [ʋoŋ˩˩],洗扁王,,,,
1880,se2-pien2,se3-pien3,sé-pién,[se˧˩] [pien˧˩],洗扁,,,,
1881,se2-pa5,se3-pa1,sé-pâ,[se˧˩] [pa˨˦],洗巴,,,,
1882,se2-po5-yim5-kuk,se3-po1-yim1-kuk6,sé-pô-yîm-kuk,[se˧˩] [po˨˦] [yim˨˦] [kuk̚˨],洗波音谷,,,,
1883,se2-po5-yim5,se3-po1-yim1,sé-pô-yîm,[se˧˩] [po˨˦] [yim˨˦],洗波音,,,,
1884,se2-po5,se3-po1,sé-pô,[se˧˩] [po˨˦],洗玻,,,,
1885,se2-sii5,se3-sii1,sé-sṳ̂,[se˧˩] [sɨ˨˦],洗斯,,,,
1886,seu2-a5-se-a5-sen2,seu3-a1-se4-a1-sen3,séu-â-se-â-sén,[seu˧˩] [a˨˦] [se˥˥] [a˨˦] [sen˧˩],小亞細亞省,,,,
1887,seu2-a5-se-a5,seu3-a1-se4-a1,séu-â-se-â,[seu˧˩] [a˨˦] [se˥˥] [a˨˦],小亞細亞,,,,
1888,si2-hoi2,si3-hoi3,sí-hói,[ɕi˧˩] [hoi˧˩],死海,,,,
1889,so2-fap,so3-fap6,só-fap,[so˧˩] [fap̚˨],瑣法,,,,
1890,so2-fi5-liet8,so3-fi1-liet5,só-fî-lie̍t,[so˧˩] [fi˨˦] [liet̚˥],瑣斐列,,,,
1891,so2-fi5-thien3,so3-fi1-thien2,só-fî-thièn,[so˧˩] [fi˨˦] [tʰien˩˩],瑣腓田,,,,
1892,so2-fi5,so3-fi1,só-fî,[so˧˩] [fi˨˦],瑣菲,,,,
1893,so2-hot,so3-hot6,só-hot,[so˧˩] [hot̚˨],瑣轄,,,,
1894,so2-li,so3-li4,só-li,[so˧˩] [li˥˥],瑣利,,,,
1895,so2-la5-ngin3,so3-la1-ngin2,só-lâ-ngìn,[so˧˩] [la˨˦] [ɲin˩˩],瑣拉人,,,,
1896,so2-la5-sang3,so3-la1-sang2,só-lâ-sàng,[so˧˩] [la˨˦] [saŋ˩˩],瑣拉城,,,,
1897,so2-la5,so3-la1,só-lâ,[so˧˩] [la˨˦],瑣拉,,,,
1898,so2-lo3-mun3-vong3,so3-lo2-mun2-vong2,só-lò-mùn-vòng,[so˧˩] [lo˩˩] [mun˩˩] [ʋoŋ˩˩],所羅門王,,,,
1899,so2-lo3-mun3,so3-lo2-mun2,só-lò-mùn,[so˧˩] [lo˩˩] [mun˩˩],所羅門,,,,
1900,so2-lo3-pa5-pak,so3-lo2-pa1-pak6,só-lò-pâ-pak,[so˧˩] [lo˩˩] [pa˨˦] [pak̚˨],所羅巴伯,,,,
1901,so2-lo3-ka5,so3-lo2-ka1,só-lò-kâ,[so˧˩] [lo˩˩] [ka˨˦],掃羅家,,,,
1902,so2-lo3-vong3,so3-lo2-vong2,só-lò-vòng,[so˧˩] [lo˩˩] [ʋoŋ˩˩],掃羅王,,,,
1903,so2-lo3,so3-lo2,só-lò,[so˧˩] [lo˩˩],掃羅,,,,
1904,so2-ngi2-ngin3,so3-ngi3-ngin2,só-ngí-ngìn,[so˧˩] [ɲi˧˩] [ɲin˩˩],瑣珥人,,,,
1905,so2-ngi2-vong3,so3-ngi3-vong2,só-ngí-vòng,[so˧˩] [ɲi˧˩] [ʋoŋ˩˩],瑣珥王,,,,
1906,so2-ngi2,so3-ngi3,só-ngí,[so˧˩] [ɲi˧˩],瑣珥,,,,
1907,so2-pi2-pa5,so3-pi3-pa1,só-pí-pâ,[so˧˩] [pi˧˩] [pa˨˦],瑣比巴,,,,
1908,so2-pa5-thit8,so3-pa1-thit5,só-pâ-thi̍t,[so˧˩] [pa˨˦] [tʰit̚˥],所巴特,,,,
1909,so2-pa5-ngin3,so3-pa1-ngin2,só-pâ-ngìn,[so˧˩] [pa˨˦] [ɲin˩˩],瑣巴人,,,,
1910,so2-pa5-vong3,so3-pa1-vong2,só-pâ-vòng,[so˧˩] [pa˨˦] [ʋoŋ˩˩],瑣巴王,,,,
1911,so2-pa5,so3-pa1,só-pâ,[so˧˩] [pa˨˦],瑣巴,,,,
1912,so2-si5-pa5-tet,so3-si1-pa1-tet6,só-sî-pâ-tet,[so˧˩] [ɕi˨˦] [pa˨˦] [tet̚˨],所西巴德,,,,
1913,so2-thai,so3-thai4,só-thai,[so˧˩] [tʰai˥˥],瑣太,,,,
1914,so2-thi3-ni3,so3-thi2-ni2,só-thì-nì,[so˧˩] [tʰi˩˩] [ni˩˩],所提尼,,,,
1915,so2-to5-ma5-ngin3,so3-to1-ma1-ngin2,só-tô-mâ-ngìn,[so˧˩] [to˨˦] [ma˨˦] [ɲin˩˩],所多瑪人,,,,
